44.844102,-0.578258
44.8420989,-0.5724748
44.8255731,-0.562334
44.8437267,-0.6169245
,
44.804604,-0.604941
,
46.691357,1.114085
44.829722,-0.572426
44.844064,-0.576932
44.877874,-0.514866
44.8399223,-0.6305341
,
44.8579168,-0.6196186
44.8422242,-0.5759993
,
44.8531061,-0.592166
44.857134,-0.5614443
44.8431167,-0.5481083
44.8237447,-0.5764108
44.8294125,-0.5606921
44.8226477,-0.5660853
44.845033,-0.576384
44.8639634,-0.5170572
44.8319414,-0.5897975
44.81731,-0.682461
44.8325868,-0.5910229
,
44.8318607,-0.5881662
44.8497557,-0.6011256
44.877689,-0.530884
,
44.8435163,-0.5713526
44.8523384,-0.582094
44.8488279,-0.6128985
45.6415402,-1.0793509
44.8388406,-0.6150378
44.832338,-0.5815905
44.806097,-0.635902
44.8337429,-0.5710154
44.8490447,-0.5606165
44.8546407,-0.5679427
,
44.8652923,-0.5384805
44.9096482,-0.6162559
44.8547927,-0.5680988
44.8422036,-0.5747934
44.9206131,-0.6158784
44.813748,-0.5537795
,
,
44.8341159,-0.5685986
,
44.8363807,-0.6930945
44.852842,-0.591814
44.8429598,-0.5871765
44.8595751,-0.5748323
44.843585,-0.573314
44.7134516,-0.5817343
44.8414295,-0.5305449
44.7517985,-0.6193375
44.8036527,-0.564958
46.1405798,-1.1584891
44.8489849,-0.5593961
44.837257,-0.688722
44.8371356,-0.5770174
44.8522306,-0.5506678
44.838707,-0.716728
44.8460249,-0.5757396
,
,
44.8799583,-0.5268746
44.8504945,-0.5828809
,
44.8498386,-0.560641
,
44.8142223,-0.5678851
44.8547927,-0.5680988
44.856366,-0.5731749
,
,
44.863086,-0.555273
,
44.865151,-0.492381
44.8522587,-0.5506591
44.8255371,-0.5932693
,
,
44.833431,-0.574462
44.849695,-0.560926
,
44.855706,-0.56407
44.8517598,-0.503531
44.8624207,-0.6820737
44.8580402,-0.5246132
44.849624,-0.560613
44.7760958,-0.5888628
44.8557064,-0.5640696
,
44.8547927,-0.5680988
44.849989,-0.570916
44.8490447,-0.5606165
44.8623728,-0.5543092
,
44.8341159,-0.5685986
44.8554734,-0.5913924
44.8464105,-0.5596741
44.838761,-0.573154
44.884784,-0.568248
44.8823098,-0.7412888
44.8374955,-0.5702145
45.0716884,-0.5767603
44.8225703,-0.5600985
44.8551066,-0.5650091
44.8440502,-0.5828829
,
44.6863692,-0.3645212
,
44.8367108,-0.5738056
44.8384814,-0.5690766
44.8435483,-0.5734309
44.847624,-0.6004729
44.857112,-0.591588
44.8516725,-0.5713871
,
44.8551025,-0.5650227
44.8190247,-0.5428048
,
44.8435203,-0.5847729
44.8405099,-0.5782085
44.8757651,-0.620242
44.829892,-0.6736825
,
44.8477047,-0.5742205
44.8397053,-0.5855431
44.856298,-0.5908477
44.843735,-0.5727572
44.848937,-0.559422
44.8518977,-0.5489006
44.851468,-0.556176
44.8391374,-0.569681
44.8434284,-0.532392
44.8553097,-0.5695511
44.7941165,-0.623721
44.8651155,-0.5746132
,
44.8389957,-0.5692578
,
44.8409259,-0.584625
,
,
44.8511368,-0.5487722
44.8207396,-0.5412744
,
,
44.8429614,-0.5796704
44.8531061,-0.592166
,
44.846414,-0.59236
44.8428906,-0.5719439
44.8543549,-0.5702421
44.8440058,-0.5752559
44.8427647,-0.5791115
,
44.8606364,-0.5538289
44.7784042,-0.6650564
,
44.8418705,-0.5749197
44.8314103,-0.6013127
45.481595,0.277972
44.8374693,-0.5693977
,
43.9793935,4.9684926
44.8547927,-0.5680988
44.8382405,-0.6915288
44.8516324,-0.5991967
44.8471692,-0.5859562
44.8587882,-0.5903987
44.8341159,-0.5685986
44.852399,-0.570588
44.8418043,-0.5766265
,
,
44.8622542,-0.5499052
,
44.8431904,-0.5715994
,
44.8382405,-0.6915288
44.9205024,-0.6165306
44.8420017,-0.5801742
48.8802385,2.2962427
44.8730389,-0.5473897
44.8326012,-0.5697637
44.835015,-0.6813817
44.824509,-0.6590072
44.8469278,-0.5773088
,
44.8155937,-0.5796289
